respondent,group,questionnaire,question_code,question,format,title,response
113,F,Survey,E16,Enjoyment,Short,Mad Max,"tense, eager to see what happens next"
17,F,Survey,E16,Enjoyment,Short,Mad Max,some suspense
41,F,Survey,E16,Enjoyment,Short,Mad Max,Lots of action made me feel good
44,F,Survey,E16,Enjoyment,Short,Mad Max,"it was very exciting and fun to watch, i wanted to see what would happen next"
50,F,Survey,E16,Enjoyment,Short,Mad Max,A sense of overcoming extreme odds
60,F,Survey,E16,Enjoyment,Short,Mad Max,suspenseful
85,F,Survey,E16,Enjoyment,Short,Mad Max,excitement
96,F,Survey,E16,Enjoyment,Short,Mad Max,suspense
104,A,Survey,E21,Enjoyment,Short,Mad Max,C
106,A,Survey,E21,Enjoyment,Short,Mad Max,E
116,A,Survey,E21,Enjoyment,Short,Mad Max,E
14,A,Survey,E21,Enjoyment,Short,Mad Max,D
3,A,Survey,E21,Enjoyment,Short,Mad Max,C
52,A,Survey,E21,Enjoyment,Short,Mad Max,B
55,A,Survey,E21,Enjoyment,Short,Mad Max,C
8,A,Survey,E21,Enjoyment,Short,Mad Max,C
81,A,Survey,E21,Enjoyment,Short,Mad Max,A
83,A,Survey,E21,Enjoyment,Short,Mad Max,A
98,A,Survey,E21,Enjoyment,Short,Mad Max,A
99,A,Survey,E21,Enjoyment,Short,Mad Max,B
107,F,Survey,E21,Enjoyment,Short,Mad Max,D
109,F,Survey,E21,Enjoyment,Short,Mad Max,B
11,F,Survey,E21,Enjoyment,Short,Mad Max,E
113,F,Survey,E21,Enjoyment,Short,Mad Max,C
117,F,Survey,E21,Enjoyment,Short,Mad Max,C
17,F,Survey,E21,Enjoyment,Short,Mad Max,C
41,F,Survey,E21,Enjoyment,Short,Mad Max,B
42,F,Survey,E21,Enjoyment,Short,Mad Max,B
44,F,Survey,E21,Enjoyment,Short,Mad Max,D
50,F,Survey,E21,Enjoyment,Short,Mad Max,D
60,F,Survey,E21,Enjoyment,Short,Mad Max,A
70,F,Survey,E21,Enjoyment,Short,Mad Max,A
85,F,Survey,E21,Enjoyment,Short,Mad Max,C
96,F,Survey,E21,Enjoyment,Short,Mad Max,A
104,A,Survey,E22,Enjoyment,Short,Mad Max,She was able to share her gift with people who enjoyed it. She broke through her fear. She is also adorable!
106,A,Survey,E22,Enjoyment,Short,Mad Max,"I'm not usually a fan of horror. This scene brought me out of my comfort zone, which was enjoyable."
116,A,Survey,E22,Enjoyment,Short,Mad Max,It was from one of my favorite horror movies that I have watched. The clip many times it still finds a way to scare me and leave me in suspense.
14,A,Survey,E22,Enjoyment,Short,Mad Max,"I am a big fan of the Mad Max series and word created by George Miller, this movie in particular happens to be one of my favorite movies of this genre and I am almost always down to watch it."
3,A,Survey,E22,Enjoyment,Short,Mad Max,I enjoyed it because it was about romance and I enjoyed that movie as a whole. I also love the song.
52,A,Survey,E22,Enjoyment,Short,Mad Max,"I chose this clip because I love Titanic. I love Titanic the movie, other Titanic movies and the actual real story of Titanic. I've followed Titanic's story for years and years and am always fascinated when new information comes to fruition about the real ship Titanic."
55,A,Survey,E22,Enjoyment,Short,Mad Max,"I loved the connection between the two actors. I also am a fan of Lady GaGa, so its great to see and hear her sing in a movie."
8,A,Survey,E22,Enjoyment,Short,Mad Max,I enjoyed the music and the chemistry between the actors. It told a story without words.
81,A,Survey,E22,Enjoyment,Short,Mad Max,Home alone is a classic. I could watch it all day on repeat. Every time i watch it feels like the first.
83,A,Survey,E22,Enjoyment,Short,Mad Max,"It made me smile. And, there were funny situations in the movie."
98,A,Survey,E22,Enjoyment,Short,Mad Max,Home Alone is a classic movie and Macauley Culkin was an excellent actor for his age at the time
99,A,Survey,E22,Enjoyment,Short,Mad Max,"I really enjoy the Titanic and Leo's character, Jack, in the film. This scene is my favorite because it shows how carefree Jack is compared to Rose's family/friends."
107,F,Survey,E22,Enjoyment,Short,Mad Max,I LIKE ACTIONS MOVIE THE BEST. THEY ARE USUALLY MY GO TO FOR GENRES.
109,F,Survey,E22,Enjoyment,Short,Mad Max,because it is a classic movie scene
11,F,Survey,E22,Enjoyment,Short,Mad Max,It was suspenful and kept me on the edge of my seat
113,F,Survey,E22,Enjoyment,Short,Mad Max,evoked happiness and there was a sense of closeness
117,F,Survey,E22,Enjoyment,Short,Mad Max,i enjoyed this clip the most because i like the actors and enjoy listening to music and the talent of others
17,F,Survey,E22,Enjoyment,Short,Mad Max,I felt connected to and related to the characters the most. I have a fear of public speaking so I understood and related to what the character was going through in that moment. I am also a fan of Lady Gaga. I have not seen this movie but based on the clip I want to watch it now.
41,F,Survey,E22,Enjoyment,Short,Mad Max,He made a good point in this scene
42,F,Survey,E22,Enjoyment,Short,Mad Max,Liked the quote from DeCaprio about spontaneity. Interested in the romance and sense of adventure.
44,F,Survey,E22,Enjoyment,Short,Mad Max,It was the most action packed and interesting to watch. I had no clue what was going to happen next and it kept me invested and interested.
50,F,Survey,E22,Enjoyment,Short,Mad Max,This is a genre I really enjoy
60,F,Survey,E22,Enjoyment,Short,Mad Max,"""Home \Alone is just a fun movie. The movie shows the carefree side of being very young."
70,F,Survey,E22,Enjoyment,Short,Mad Max,I like Home Alone.
85,F,Survey,E22,Enjoyment,Short,Mad Max,I love music and the song is good
96,F,Survey,E22,Enjoyment,Short,Mad Max,"I am a fan of this movie, so anytime a clip comes up I am excited to watch it"
10,B,Post,Q15-1,ComprehensionHelp,Short,The Town,The action of the movie was engaging so I paid more attention to what was going on.
15,B,Post,Q15-1,ComprehensionHelp,Short,The Town,The plot of the movie kept me engaged and interested to follow what was going on.
37,B,Post,Q15-1,ComprehensionHelp,Short,The Town,"The dialogue, characters, and the guns and props that made they’re motives obvious"
39,B,Post,Q15-1,ComprehensionHelp,Short,The Town,"I have seen The Town several times and have a vivid memory. This scene sticks out given the irony of ""Nuns"" being the assailants."
56,B,Post,Q15-1,ComprehensionHelp,Short,The Town,That it was an action packed scene and I was not expecting them to shoot the security guard. The background was also nice since it was a historical area in a big city
58,B,Post,Q15-1,ComprehensionHelp,Short,The Town,the masks helped me understand and remember the scene in question that is why I remember it
64,B,Post,Q15-1,ComprehensionHelp,Short,The Town,"I think it was a fairly straightforward action scene. I had some difficultly following the specific details, due to the fast, choppy editing style, but the broad strokes were clear"
73,B,Post,Q15-1,ComprehensionHelp,Short,The Town,What helped my understanding was the actions the characters were doing.
77,B,Post,Q15-1,ComprehensionHelp,Short,The Town,"What really helped me understand this scene was how realistic it was. It was obviously a very intense and dramatic scene, and one that I’ve personally never even came close to witnessing, however, these types of things happen and the realism of the scene made it very easy to follow along with."
90,B,Post,Q15-1,ComprehensionHelp,Short,The Town,"The ensuing car chase, and the fact that they meet up with some additional men for a second get-a-way vehicle."
1,C,Post,Q15-1,ComprehensionHelp,Short,The Town,the nuns costume or disguise
101,C,Post,Q15-1,ComprehensionHelp,Short,The Town,I liked this movie a lot and have seen this movie a couple of time in the past
103,C,Post,Q15-1,ComprehensionHelp,Short,The Town,I saw this movie over 10 times already so rewatching a movie I am familiar with already helped my understanding
105,C,Post,Q15-1,ComprehensionHelp,Short,The Town,It was graphic and engaging and easy to follow. I had never seen the movie but the plot didn’t seem too hard to follow
114,C,Post,Q15-1,ComprehensionHelp,Short,The Town,Not much I didn’t really completely understand what was happening. Sadly it didn’t stick in my brain and I was definitely not liking it whatsoever.
13,C,Post,Q15-1,ComprehensionHelp,Short,The Town,The scene just seemed pretty clear about what was happening and why. This wasn't a hard situation to figure out in my opinion.
16,C,Post,Q15-1,ComprehensionHelp,Short,The Town,"The non stop action, the suspense, and a bit of humor since the guys were wearing an old nun costume helped"
43,C,Post,Q15-1,ComprehensionHelp,Short,The Town,I remembered watching the scene last week.  I was able to remember details from the scene and tried to piece things together in my mind.
59,C,Post,Q15-1,ComprehensionHelp,Short,The Town,"If I am paying close attention to what I am watching and what I am watching is very interesting to me, I understand the subject matter based on the actions and verbiage of the subjects involved in the event or occurrence."
62,C,Post,Q15-1,ComprehensionHelp,Short,The Town,Listening and watching. Also I have already seen that movie years ago so knew the general plot/characters
63,C,Post,Q15-1,ComprehensionHelp,Short,The Town,I've seen the movie a few times so I was aware of the story line and the plot elements
82,C,Post,Q15-1,ComprehensionHelp,Short,The Town,"I saw the movie when it initially came out because the critics said it was a great movie. It wasn't unlike many other Bank heist movies, so it wasn't difficult to understand. My prior knowledge aided my understanding."
88,C,Post,Q15-1,ComprehensionHelp,Short,The Town,Watching the scene intently helped to boost my understanding of the scene.
89,C,Post,Q15-1,ComprehensionHelp,Short,The Town,"I really don’t understand this question?
What help me understand that scene? I suppose just watching it all unfold."
90,B,Post,Q15-1,ComprehensionImprove,Short,The Town,"Slightly more context regarding the motives, plans, and potential organizational affiliations of the men donning the nun costumes."
114,C,Post,Q15-1,ComprehensionImprove,Short,The Town,Maybe I would need to see the whole thing started at the beginning. I’m not sure if the criminals were friends. I don’t understand what was happening. I was not interested
10,B,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
15,B,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
37,B,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
39,B,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
56,B,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
58,B,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
64,B,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
73,B,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
77,B,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
90,B,Post,Q15,Comprehension,Short,The Town,2 = Somewhat
1,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
101,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
103,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
105,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
114,C,Post,Q15,Comprehension,Short,The Town,2 = Somewhat
13,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
16,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
43,C,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
59,C,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
62,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
63,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
82,C,Post,Q15,Comprehension,Short,The Town,4 = Understood it without issue
88,C,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
89,C,Post,Q15,Comprehension,Short,The Town,3 = Understood it well
10,B,Post,Q13,Recall,Short,The Town,"This was the beginning of a bank truck robbery, there was a shoot out followed by a car chase thru the city using their minivan and after being chased by the police,  they managed to block the police and escape in a vehicle.  Finally towards the end the switched cars and at the end they burned a car."
15,B,Post,Q13,Recall,Short,The Town,"This was the beginning of a bank truck robbery.  The 4 robberies all wore the same masks and after completing the robbery they drove off in a minivan and had a gunfight with Boston police and a car chase thru narrow streets.  They ended up crashing and blocking the street for the police, and escaped in another vehicle.  Once away they switched cars and set fire to the last car."
37,B,Post,Q13,Recall,Short,The Town,"They robbed a truck full of money, they get chased by cops, I remember a brief moment he stared down a kid looking at them in awe. This scene I remember created suspense, and boosted my adrenaline. They get chased until I think they get caught or start shooting down the cop car. This was a key moment because they caused mayhem in the city"
39,B,Post,Q13,Recall,Short,The Town,Prior to the robbery Ben Affleck's character makes eye contact with a young boy after putting on his mask. The three gunmen robbed an armored truck and killed the security personnel. They proceeded to have a chase with police in the streets of Boston with many shots fired from their assault rifles. They were able to switch vehicles and set the van causing an explosion.
56,B,Post,Q13,Recall,Short,The Town,There was a bank robbery and they needed up killing police and security guard they switched cars. The scene seemed to be in a historical area like nyc or Boston. The security guard threatened to shoot a robber but ended up getting shot himself because he thought he would not be. To destroy evidence they lit their original get away car on fire.
58,B,Post,Q13,Recall,Short,The Town,the robbers got caught robbing a armored truck and  a shootout happens after one of the robbers shoots a security guard and the robbers do a getaway.  Eventually everyone splits up and ben affleck and his crew destroy the getaway car by torching it with gas and lighting iot on fire while the police chase them.
64,B,Post,Q13,Recall,Short,The Town,"It started out with a couple guys in a car. They put on the creepy nun masks and then rob a money truck. There's a shootout and a chase with the cops. During the chase, an accomplice pulls up, and they get in his car and escape. One of them is upset at one of the others for acting recklessly. At some point, a car explodes - I think it was their original getaway vehicle."
73,B,Post,Q13,Recall,Short,The Town,They were robbing a bank. I belive it was 3 robbers in total & they had to shoot a police officer because he tried to be slick & get at them. Then they got in a speed chase with the police. As they were driving away they were shooting each other & At the end they ended up getting away & blew up the car as well.
77,B,Post,Q13,Recall,Short,The Town,"I remember that a group of three people were planning what seemed to be a heist of a truck filled with money. They pull off the heist and then get into a high-speed, very dangerous car speed chase with the cops, during which time they nearly get caught before shooting at the cops mercilessly with very powerful guns. They are eventually able to out-maneuver the police."
90,B,Post,Q13,Recall,Short,The Town,"This scene was just as the three characters had donned ""creepy"" nun costumes and exacted the min-van they were in to rob an armored vehicle of cash they were collected from a bank. They at first just threaten the security officer bringing the cash into the the back of the armored vehicle and then knock him down so they can enter the vehicle and steal the cash. The security officer driving the vehicle then exits his spot at the front and points his gun at the theives, but they shoot and kill him."
1,C,Post,Q13,Recall,Short,The Town,he had a chance to shoot the guy but decided not to
101,C,Post,Q13,Recall,Short,The Town,"While the armored truck was beginning to unload the truck, this was a bank robber (Ben Affleck), telling the two armored truck guards to drop their weapons and don't move. As another bank robber was inside the armored truck looking for money and some papers. As the robbers are going through the truck, on tries to shoot the robbers. A get away car is waiting"
103,C,Post,Q13,Recall,Short,The Town,An armored truck robbery was happening in this scene. The masked robber was telling the armored truck guy what to do as he was robbing the truck. I can’t remember if his is Ben Afleck in the mask or not but it was three of them robbing the truck. The armored truck guy wasn’t listening and retaliated leading him to be shot. They took the cash and proceeded to flee and started a high speed chase
105,C,Post,Q13,Recall,Short,The Town,"People dressed as nuns robbed a money truck and a police chase scene through Boston followed. There was a firefight between police and the robbers and they set fire to a vehicle at the  end. I don’t remember any key characters really, because they were all dressed as nuns. There were a ton of cars on the Boston streets and police cars chasing the getaway van. One scene involved a slow motion of a nun looking at a little boy."
114,C,Post,Q13,Recall,Short,The Town,"It was a heist at a bank and they put the mask on. That’s mostly what I remember I believe they were trying to get away and had to blow up a vehicle. it was called the town and honestly, it did not leave a big impression. I was a little bit bored.it was in Boston not sure why they criminals were robbing bank and not by so much giolenc."
13,C,Post,Q13,Recall,Short,The Town,"The guy was guarding outside while others were inside robbing the bank. Then chaos broke loose, cops arrived and a chase + shootout occurred. It was either a bank or a money truck, possibly both. I don't remember all the details but I do remember some of the men were shot and killed. Long police chase and I think they got away."
16,C,Post,Q13,Recall,Short,The Town,There were multiple men involved in a robbery of an armored truck carrying cash. They had large assault riffles and put on scary costumes that looked like nuns on for it. One of the armored truck men held one of the robbers hostage to try to get the money back and the robbers ended up shooting him and driving away but not for long as the police stated to follow them. They would drive through narrow roads in a minivan trying to evade the cops and got into some shootouts with police. Another robber comes and rescues them by blocking the road with another car and they get into the second getaway car while lighting up the minivan on fire and exploding
43,C,Post,Q13,Recall,Short,The Town,"The characters in this scene robbed a truck that had money in it.  They wore these masks as a way to hide their identity.  As they were trying to escape, they were being chased by the police.  The characters used machine guns to shoot at the police.  At the end of the scene they get into another vehicle and light their original vehicle on fire."
59,C,Post,Q13,Recall,Short,The Town,"Outside the bank, I believe this is the scene whereby the armored car robber was asking the armored car driver to get down on the ground.  The driver was not cooperating and I believe he may have shot and killed him at the dismay of the other bank robbers.  I think the other armored car drivers were also killed; however, one of the drivers set off an alarm to the police."
62,C,Post,Q13,Recall,Short,The Town,"3 men put on masks with nun habits in a car. One little boy sees one of them and looks scared as they drive by.  They proceeded to rob a armored bank truck, shoot at pedestrians to keep them back. One of the main characters shot a cop/guard that was sneaking around the side. The driver has a police radio tracker waiting for it to be called in and telling them their time. They pack duffle bags full of cash and throw them into the trunk of the car. The other two are mad he shot him. Then they are in a getaway chase and start shooting at other cop cars to try to get away. They get trapped in an alleyway, but switch to a new car with the duffles of money and set their car on fire."
63,C,Post,Q13,Recall,Short,The Town,The scene follows a bank robbery where the suspects are dressed as nuns with sinister looking masks and high caliber long guns. There is a high speed car chase and getaway. They are driving through narrow streets and crashing cars and it is fast and chaotic. There are shots being fired throughout the scene. There was a shoot-up between the robbers and the police at the end of the scene.
82,C,Post,Q13,Recall,Short,The Town,"This character was one of several characters who were about to rob a bank. Ben Affleck was one of the main characters in the movie and in the bank heist. They arrived at the bank in a car without masks, but before they entered the bank, they put on Nun outfits & masks. They were very heavily armed. While in the bank, one of the bank robbers kills someone because the person wouldn't stop moving. That wasn't in the plan. When they leave the bank, a chase ensues. They end up weaving through tight streets trying to avaoid the police in The Town. I'm pretty sure they were in Pennsylvania, but I'm not sure if it was Philly or Pittsburgh."
88,C,Post,Q13,Recall,Short,The Town,Jeremy Renner and Ben Affleck were two of the actors that were a part of the scene. The scene is of several bank robbers pulling off a bank job with nun costumes on to hide their identity and large automatic weapons. They are able to steal the money from the bank and try to get away but are corned and then chased by the police with moments of intense action and gunplay. Eventually the bank robbers are able to elude the police and get away with another accomplice in a new vehicle.
89,C,Post,Q13,Recall,Short,The Town,"The thieves were all dressed in the same in none like masks and costumes. They were able to corner and armored car and overtake it. They ended up shooting the driver and passenger of the car and stole all of the contents. They had a getaway car waiting however, when they took off cop cars were in pursuit. They then had a second getaway car which they were able to load all of the stolen loot and then they blew up the first getaway car."
10,B,Survey,E16,Enjoyment,Short,The Town,"suspenseful, excited, eager to see how the movie ends"
15,B,Survey,E16,Enjoyment,Short,The Town,this was a high octane movie clip
37,B,Survey,E16,Enjoyment,Short,The Town,"Suspense, excitement"
39,B,Survey,E16,Enjoyment,Short,The Town,Suspense
56,B,Survey,E16,Enjoyment,Short,The Town,excited and involved
73,B,Survey,E16,Enjoyment,Short,The Town,It made me feel suspenseful because I like bank robbery themed action
77,B,Survey,E16,Enjoyment,Short,The Town,suspense
90,B,Survey,E16,Enjoyment,Short,The Town,"I definitely felt a thrill from the chase, but not much else."
1,C,Survey,E16,Enjoyment,Short,The Town,i was excited to watch all the action and drama in the movie
101,C,Survey,E16,Enjoyment,Short,The Town,excited
103,C,Survey,E16,Enjoyment,Short,The Town,actually i have seen this movie several times it is one of me and my husband's favorite movies from starring ben aflek this is one of the greatest action scenes in the town
105,C,Survey,E16,Enjoyment,Short,The Town,"Nervous, anxious"
114,C,Survey,E16,Enjoyment,Short,The Town,a little sad
13,C,Survey,E16,Enjoyment,Short,The Town,suspense about how they might get away.
16,C,Survey,E16,Enjoyment,Short,The Town,i had a lot of suspense as i was anxious about how they would escape or get caught
43,C,Survey,E16,Enjoyment,Short,The Town,It made me feel like I was watching something suspenseful.
59,C,Survey,E16,Enjoyment,Short,The Town,"The movie held my attention because there was a lot of action and suspension in terms of the bank robbers getting away.  I didn't want anyone to get hurt; however, I was hoping the bank robbers would get away (:>)"
6,C,Survey,E16,Enjoyment,Short,The Town,Excitement
62,C,Survey,E16,Enjoyment,Short,The Town,"suspense, anxious about the outcome"
63,C,Survey,E16,Enjoyment,Short,The Town,"suspense, anticipation"
82,C,Survey,E16,Enjoyment,Short,The Town,I love action movies because they allow me to forget about the stresses of the day/week.
88,C,Survey,E16,Enjoyment,Short,The Town,excitement
89,C,Survey,E16,Enjoyment,Short,The Town,on the edge of my seat
93,C,Survey,E16,Enjoyment,Short,The Town,Excitement
10,B,Survey,E21,Enjoyment,Short,The Town,D
15,B,Survey,E21,Enjoyment,Short,The Town,A
37,B,Survey,E21,Enjoyment,Short,The Town,C
39,B,Survey,E21,Enjoyment,Short,The Town,D
56,B,Survey,E21,Enjoyment,Short,The Town,C
58,B,Survey,E21,Enjoyment,Short,The Town,C
64,B,Survey,E21,Enjoyment,Short,The Town,E
73,B,Survey,E21,Enjoyment,Short,The Town,B
77,B,Survey,E21,Enjoyment,Short,The Town,C
90,B,Survey,E21,Enjoyment,Short,The Town,E
1,C,Survey,E21,Enjoyment,Short,The Town,C
101,C,Survey,E21,Enjoyment,Short,The Town,C
103,C,Survey,E21,Enjoyment,Short,The Town,C
105,C,Survey,E21,Enjoyment,Short,The Town,E
114,C,Survey,E21,Enjoyment,Short,The Town,D
13,C,Survey,E21,Enjoyment,Short,The Town,C
16,C,Survey,E21,Enjoyment,Short,The Town,C
43,C,Survey,E21,Enjoyment,Short,The Town,C
59,C,Survey,E21,Enjoyment,Short,The Town,D
6,C,Survey,E21,Enjoyment,Short,The Town,A
62,C,Survey,E21,Enjoyment,Short,The Town,D
63,C,Survey,E21,Enjoyment,Short,The Town,E
82,C,Survey,E21,Enjoyment,Short,The Town,B
88,C,Survey,E21,Enjoyment,Short,The Town,C
89,C,Survey,E21,Enjoyment,Short,The Town,E
93,C,Survey,E21,Enjoyment,Short,The Town,A
10,B,Survey,E22,Enjoyment,Short,The Town,"I emjoy action movies, but I like romantic movies from time to time. I remember watching this movie (The Notebook?), and I would really like to watch it again with my wife - our 39th wedding anniversary is tomorrow!"
15,B,Survey,E22,Enjoyment,Short,The Town,I liked the character and the plot of the movie.  Very hi tech - not science fiction but tech that could be real.
37,B,Survey,E22,Enjoyment,Short,The Town,I enjoyed clip c because I deeply enjoyed the suspense that made me feel like I am the one being chased by police. The movie is set up in a way to make you want the bad guy to get away with the crime they just committed.
39,B,Survey,E22,Enjoyment,Short,The Town,It made me happy and smile.
56,B,Survey,E22,Enjoyment,Short,The Town,it was a chase and high speed in the clip it was all action
58,B,Survey,E22,Enjoyment,Short,The Town,the town was a very entertaining movie and that scene in particular had me on the edge of my seat
64,B,Survey,E22,Enjoyment,Short,The Town,"Compared to the other clips, E was the one that had me the most invested in the character. I also think that scene most followed the structure of a traditional story, with a character introduction, set-up, building suspense, and then the resolution."
73,B,Survey,E22,Enjoyment,Short,The Town,I enjoyed B more because I haven't previously seen clips of it anywhere else also I relate to it because I have a dog
77,B,Survey,E22,Enjoyment,Short,The Town,It offered the most drama and suspense while also being realistic.
90,B,Survey,E22,Enjoyment,Short,The Town,"I have seen this movie, and I like both the humor and lightheartedness of the clip."
1,C,Survey,E22,Enjoyment,Short,The Town,i like movies with lots of action a story behind it
101,C,Survey,E22,Enjoyment,Short,The Town,This movie was exciting and had a lot of action. I would like to see similar movies with Ben Affleck playing in them.
103,C,Survey,E22,Enjoyment,Short,The Town,i really enjoy watching action movies and its just something about the scene where the little kid they drive pass on the way to the armored truck and how he cant believe his eyes. that how intriguing this movie is
105,C,Survey,E22,Enjoyment,Short,The Town,I felt nostalgic about watching this from my childhood. I also felt relaxed because it wasn't violent.
114,C,Survey,E22,Enjoyment,Short,The Town,I liked the scene and color. I enjoyed the love & happiness that seemed to be between the two characters.
13,C,Survey,E22,Enjoyment,Short,The Town,I love action movies like that. The acting seemed on point and it had my attention the whole time.
16,C,Survey,E22,Enjoyment,Short,The Town,"i enjoyed it because it was always action packed. it had funny parts like the kid seeing the guy in the nun costume and also non stop action with a car chase, crashes and shootings. i also think it is not something out of the ordinary that can happen so its interesting to see how they get caught or manage to escape because i never knew what was going to happen next"
43,C,Survey,E22,Enjoyment,Short,The Town,It reminded me of action movies that I have seen before.  The clip held my attention as I watched it.
59,C,Survey,E22,Enjoyment,Short,The Town,"The clip was peaceful, tranquil and promoted calmness and love.  Being by the ocean, with the waves crashing, especially made it an enjoyable, relaxing clip to watch."
6,C,Survey,E22,Enjoyment,Short,The Town,I found that one the most engaging. I knew the character and could feel the importance of this event which just made me excited.
62,C,Survey,E22,Enjoyment,Short,The Town,I already love The Notebook and this was such a romantic scene from the movie. Made me remember how much I like it and that I haven't seen it in a long time.
63,C,Survey,E22,Enjoyment,Short,The Town,I haven't seen Home Alone in a long time and enjoyed watching the clip of the actors
82,C,Survey,E22,Enjoyment,Short,The Town,"I Am Legend is one of my favorite movies. I saw it in IMAX. Everything about this movie was perfect: story, acting, cinematography."
88,C,Survey,E22,Enjoyment,Short,The Town,The town had the most action filled clip were little context was needed to enjoy it.
89,C,Survey,E22,Enjoyment,Short,The Town,Home Alone is such a classic movie and that was one of the most iconic scenes.
93,C,Survey,E22,Enjoyment,Short,The Town,Part of favorite movie franchise with a beloved character
