title,form,group,metric,respondent_a,respondent_b,pair_key,shared_bins,windows_generated
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,58,77,58-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,58,90,58-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,64,73,64-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,64,77,64-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,64,90,64-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,73,77,73-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,73,90,73-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageBetadB,77,90,77-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,39,37-39,501,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,56,37-56,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,58,37-58,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,64,37-64,525,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,73,37-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,77,37-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,37,90,37-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,39,56,39-56,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,39,58,39-58,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,39,64,39-64,501,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,39,73,39-73,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,39,77,39-77,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,39,90,39-90,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,56,58,56-58,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,56,64,56-64,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,56,73,56-73,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,56,77,56-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,56,90,56-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,58,64,58-64,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,58,73,58-73,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,58,77,58-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,58,90,58-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,64,73,64-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,64,77,64-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,64,90,64-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,73,77,73-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,73,90,73-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageDeltadB,77,90,77-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,39,37-39,501,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,56,37-56,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,58,37-58,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,64,37-64,525,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,73,37-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,77,37-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,37,90,37-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,39,56,39-56,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,39,58,39-58,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,39,64,39-64,501,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,39,73,39-73,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,39,77,39-77,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,39,90,39-90,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,56,58,56-58,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,56,64,56-64,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,56,73,56-73,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,56,77,56-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,56,90,56-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,58,64,58-64,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,58,73,58-73,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,58,77,58-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,58,90,58-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,64,73,64-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,64,77,64-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,64,90,64-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,73,77,73-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,73,90,73-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageGammadB,77,90,77-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,39,37-39,501,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,56,37-56,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,58,37-58,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,64,37-64,525,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,73,37-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,77,37-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,37,90,37-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,39,56,39-56,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,39,58,39-58,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,39,64,39-64,501,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,39,73,39-73,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,39,77,39-77,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,39,90,39-90,502,249
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,56,58,56-58,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,56,64,56-64,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,56,73,56-73,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,56,77,56-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,56,90,56-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,58,64,58-64,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,58,73,58-73,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,58,77,58-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,58,90,58-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,64,73,64-73,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,64,77,64-77,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,64,90,64-90,526,261
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,73,77,73-77,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,73,90,73-90,527,262
The Town,Short,B,EEG_PSD_ElectrodeClusterAverageThetadB,77,90,77-90,527,262
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,59,43-59,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,62,43-62,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,63,43-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,82,43-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,88,43-88,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,93,43-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,101,43-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,103,43-103,527,262
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,105,43-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,43,114,43-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,62,59-62,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,63,59-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,82,59-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,88,59-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,93,59-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,101,59-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,103,59-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,105,59-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,59,114,59-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,63,62-63,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,82,62-82,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,88,62-88,487,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,93,62-93,319,158
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,101,62-101,504,250
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,103,62-103,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,105,62-105,303,150
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,62,114,62-114,511,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,82,63-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,88,63-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,93,63-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,101,63-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,103,63-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,105,63-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,63,114,63-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,82,88,82-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,82,93,82-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,82,101,82-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,82,103,82-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,82,105,82-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,82,114,82-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,88,93,88-93,306,151
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,88,101,88-101,488,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,88,103,88-103,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,88,105,88-105,290,143
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,88,114,88-114,496,246
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,93,101,93-101,323,160
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,93,103,93-103,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,93,105,93-105,224,110
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,93,114,93-114,331,164
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,101,103,101-103,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,101,105,101-105,300,148
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,101,114,101-114,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,103,105,103-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,103,114,103-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageAlphadB,105,114,105-114,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,59,43-59,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,62,43-62,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,63,43-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,82,43-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,88,43-88,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,93,43-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,101,43-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,103,43-103,527,262
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,105,43-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,43,114,43-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,62,59-62,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,63,59-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,82,59-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,88,59-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,93,59-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,101,59-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,103,59-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,105,59-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,59,114,59-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,63,62-63,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,82,62-82,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,88,62-88,487,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,93,62-93,319,158
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,101,62-101,504,250
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,103,62-103,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,105,62-105,303,150
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,62,114,62-114,511,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,82,63-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,88,63-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,93,63-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,101,63-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,103,63-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,105,63-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,63,114,63-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,82,88,82-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,82,93,82-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,82,101,82-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,82,103,82-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,82,105,82-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,82,114,82-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,88,93,88-93,306,151
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,88,101,88-101,488,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,88,103,88-103,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,88,105,88-105,290,143
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,88,114,88-114,496,246
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,93,101,93-101,323,160
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,93,103,93-103,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,93,105,93-105,224,110
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,93,114,93-114,331,164
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,101,103,101-103,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,101,105,101-105,300,148
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,101,114,101-114,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,103,105,103-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,103,114,103-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageBetadB,105,114,105-114,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,59,43-59,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,62,43-62,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,63,43-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,82,43-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,88,43-88,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,93,43-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,101,43-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,103,43-103,527,262
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,105,43-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,43,114,43-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,62,59-62,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,63,59-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,82,59-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,88,59-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,93,59-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,101,59-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,103,59-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,105,59-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,59,114,59-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,63,62-63,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,82,62-82,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,88,62-88,487,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,93,62-93,319,158
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,101,62-101,504,250
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,103,62-103,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,105,62-105,303,150
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,62,114,62-114,511,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,82,63-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,88,63-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,93,63-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,101,63-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,103,63-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,105,63-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,63,114,63-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,82,88,82-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,82,93,82-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,82,101,82-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,82,103,82-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,82,105,82-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,82,114,82-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,88,93,88-93,306,151
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,88,101,88-101,488,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,88,103,88-103,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,88,105,88-105,290,143
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,88,114,88-114,496,246
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,93,101,93-101,323,160
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,93,103,93-103,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,93,105,93-105,224,110
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,93,114,93-114,331,164
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,101,103,101-103,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,101,105,101-105,300,148
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,101,114,101-114,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,103,105,103-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,103,114,103-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageDeltadB,105,114,105-114,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,59,43-59,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,62,43-62,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,63,43-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,82,43-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,88,43-88,498,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,93,43-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,101,43-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,103,43-103,527,262
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,105,43-105,310,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,43,114,43-114,525,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,62,59-62,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,63,59-63,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,82,59-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,88,59-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,93,59-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,101,59-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,103,59-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,105,59-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,59,114,59-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,63,62-63,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,82,62-82,512,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,88,62-88,487,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,93,62-93,319,158
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,101,62-101,504,250
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,103,62-103,513,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,105,62-105,303,150
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,62,114,62-114,511,254
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,82,63-82,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,88,63-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,93,63-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,101,63-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,103,63-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,105,63-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,63,114,63-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,82,88,82-88,497,247
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,82,93,82-93,333,165
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,82,101,82-101,514,255
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,82,103,82-103,526,261
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,82,105,82-105,309,153
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,82,114,82-114,524,260
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,88,93,88-93,306,151
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,88,101,88-101,488,242
The Town,Short,C,EEG_PSD_ElectrodeClusterAverageGammadB,88,103,88-103,498,247
